,AirportID,Name,City,Country,IATA,ICA,Latitude,Longitude,Altitude,Timezone,DST,Tz,Type,Source,MergedTz
5075,6720,Mekoryuk Airport,Mekoryuk,United States,MYU,PAMY,60.37139892578125,-166.27099609375,48,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5077,6723,Shishmaref Airport,Shishmaref,United States,SHH,PASH,66.249604,-166.089112,12,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5078,6724,Savoonga Airport,Savoonga,United States,SVA,PASA,63.6864013671875,-170.4929962158203,53,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5079,6725,Noatak Airport,Noatak,United States,WTK,PAWN,67.56610107421875,-162.97500610351562,88,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5081,6727,Puvirnituq Airport,Puvirnituq,Canada,YPX,CYPX,60.05059814453125,-77.28690338134766,74,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
5082,6728,Tasiujaq Airport,Tasiujaq,Canada,YTQ,CYTQ,58.66780090332031,-69.95580291748047,122,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
5094,6741,Gorakhpur Airport,Gorakhpur,India,GOP,VEGK,26.739700317399997,83.44969940189999,259,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
5096,6743,Hami Airport,Hami,China,HMI,ZWHM,42.8414001465,93.6691970825,2703,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
5097,6744,Wuzhou Changzhoudao Airport,Wuzhou,China,WUZ,ZGWZ,23.456699,111.248001,89,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5104,6752,Tacheng Airport,Tacheng,China,TCG,ZWTC,46.67250061035156,83.3407974243164,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
5107,6755,Deering Airport,Deering,United States,DRG,PADE,66.0696029663,-162.76600647,21,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5112,6760,Kangra Airport,Kangra,India,DHM,VIGG,32.16510009765625,76.26339721679688,2525,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
5113,6761,Nanded Airport,Nanded,India,NDC,VAND,19.1833000183,77.31670379639998,1250,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
5114,6762,Shimla Airport,Shimla,India,SLV,VISM,31.0818,77.068001,5072,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
5117,6765,King Cove Airport,King Cove,United States,KVC,PAVC,55.11629867553711,-162.26600646972656,155,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5121,6769,Long Akah Airport,Long Akah,Malaysia,LKH,WBGL,3.2999999523162837,114.78299713134766,289,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
5126,6775,Bonaventure Airport,Bonaventure,Canada,YVB,CYVB,48.07109832763672,-65.46029663085939,123,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
5146,6795,Choibalsan Airport,Choibalsan,Mongolia,COQ,ZMCD,48.13570022583008,114.64600372314452,2457,8.0,U,Asia/Ulaanbaatar,airport,OurAirports,Asia/Choibalsan
5150,6800,Delta County Airport,Escanaba,United States,ESC,KESC,45.7226982117,-87.0936965942,609,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
5151,6803,Yakutat Airport,Yakutat,United States,YAK,PAYA,59.503299713100006,-139.660003662,33,-9.0,A,America/Anchorage,airport,OurAirports,America/Yakutat
5169,6837,Ford Airport,Iron Mountain,United States,IMT,KIMT,45.8184013367,-88.11450195309999,1182,-6.0,A,America/Chicago,airport,OurAirports,America/Menominee
5170,6838,Marquette Airport,Marquette,United States,,KMQT,46.53390121459961,-87.5614013671875,1424,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
5187,6871,Delaware County Johnson Field,Muncie,United States,MIE,KMIE,40.2422981262207,-85.3958969116211,937,-5.0,U,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
5188,6873,Purdue University Airport,Lafayette,United States,LAF,KLAF,40.41230010986328,-86.93689727783203,606,-5.0,A,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
5200,6898,"RAAF Williams, Laverton Base",Laverton,Australia,,YLVT,-37.86360168457031,144.74600219726562,18,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
5210,6915,Bendigo Airport,Bendigo,Australia,,YBDG,-36.7393989563,144.330001831,705,10.0,U,Australia/Hobart,airport,OurAirports,Australia/Melbourne
5229,6943,Gu-Lian Airport,Mohe County,China,OHE,ZYMH,52.912777777799995,122.43,1836,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Harbin
5238,6955,Wuhai Airport,Wuhai,China,WUA,ZBUH,39.7934,106.7993,3650,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5243,6960,Chefornak Airport,Chefornak,United States,CYF,PACK,60.1492004395,-164.285995483,40,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5245,6963,Tongren Fenghuang Airport,Tongren,China,TEN,ZUTR,27.883333,109.308889,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5257,6991,Ramechhap Airport,Ramechhap,Nepal,RHP,VNRC,27.393999099731445,86.0614013671875,1555,5.75,U,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
5266,7000,Malad City Airport,Malad City,United States,MLD,KMLD,42.16659927368164,-112.2969970703125,4503,-7.0,A,America/Denver,airport,OurAirports,America/Boise
5268,7003,Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,ULV,UWLL,54.268299102799986,48.226699829100006,463,4.0,N,Europe/Samara,airport,OurAirports,Europe/Ulyanovsk
5288,7033,Strezhevoy Airport,Strezhevoy,Russia,SWT,UNSS,60.709400177,77.66000366210002,164,7.0,N,Asia/Krasnoyarsk,airport,OurAirports,Asia/Tomsk
5297,7052,Xi'an Xiguan Airport,Xi\\'AN,China,SIA,ZLSN,34.376701000000004,109.120003,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5299,7054,Manistee Co Blacker Airport,Manistee,United States,MBL,KMBL,44.2723999,-86.24690247,621,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
5303,7060,La Macaza / Mont-Tremblant International Inc Airport,Mont-Tremblant,Canada,YTM,CYFJ,46.409400939899996,-74.7799987793,827,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
5322,7079,McCall Municipal Airport,McCall,United States,MYL,KMYL,44.88970184,-116.10099790000001,5024,-7.0,A,America/Denver,airport,OurAirports,America/Boise
5323,7080,Lemhi County Airport,Salmon,United States,SMN,KSMN,45.1237983704,-113.880996704,4043,-7.0,A,America/Denver,airport,OurAirports,America/Boise
5329,7087,Emmonak Airport,Emmonak,United States,EMK,PAEM,62.78609848,-164.49099730000003,13,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5334,7093,Eek Airport,Eek,United States,EEK,PAEE,60.21367264,-162.0438843,12,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5335,7094,Kasigluk Airport,Kasigluk,United States,KUK,PFKA,60.87440109,-162.5240021,48,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5337,7096,Kwigillingok Airport,Kwigillingok,United States,KWK,PAGG,59.876499,-163.169005,18,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5338,7097,Marshall Don Hunter Sr Airport,Marshall,United States,MLL,PADM,61.8642997742,-162.026000977,103,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5362,7135,Angoon Seaplane Base,Angoon,United States,AGN,PAGN,57.503601,-134.58500700000002,0,-9.0,A,America/Anchorage,airport,OurAirports,America/Juneau
5363,7136,Elfin Cove Seaplane Base,Elfin Cove,United States,ELV,PAEL,58.1952018738,-136.347000122,0,-9.0,A,America/Anchorage,airport,OurAirports,America/Juneau
5364,7140,Funter Bay Seaplane Base,Funter Bay,United States,FNR,PANR,58.2543983459,-134.897994995,0,-9.0,A,America/Anchorage,airport,OurAirports,America/Juneau
5365,7142,Hoonah Airport,Hoonah,United States,HNH,PAOH,58.0961,-135.410111,19,-9.0,A,America/Anchorage,airport,OurAirports,America/Juneau
5366,7143,Kake Airport,Kake,United States,AFE,PAFE,56.9613990784,-133.910003662,172,-9.0,A,America/Anchorage,airport,OurAirports,America/Sitka
5367,7146,Metlakatla Seaplane Base,Metakatla,United States,MTM,PAMM,55.13100051879883,-131.5780029296875,0,-9.0,A,America/Anchorage,airport,OurAirports,America/Metlakatla
5368,7148,Hydaburg Seaplane Base,Hydaburg,United States,HYG,PAHY,55.206298828125,-132.8280029296875,0,-9.0,A,America/Anchorage,airport,OurAirports,America/Sitka
5382,7183,Brevig Mission Airport,Brevig Mission,United States,KTS,PFKT,65.3312988281,-166.46600341799999,38,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5383,7184,Elim Airport,Elim,United States,ELI,PFEL,64.61470032,-162.2720032,162,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5384,7185,Golovin Airport,Golovin,United States,GLV,PAGL,64.5504989624,-163.007003784,59,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5385,7186,Teller Airport,Teller,United States,TLA,PATE,65.2404022217,-166.339004517,294,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5386,7187,Wales Airport,Wales,United States,WAA,PAIW,65.62259300000001,-168.095,22,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5387,7188,White Mountain Airport,White Mountain,United States,WMO,PAWM,64.689201355,-163.412994385,267,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5389,7191,St Michael Airport,St. Michael,United States,SMK,PAMK,63.49010086,-162.1100006,98,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5391,7194,Tin City Long Range Radar Station Airport,Tin City,United States,TNC,PATC,65.56310272,-167.9219971,271,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5394,7199,Alakanuk Airport,Alakanuk,United States,AUK,PAUK,62.6800422668,-164.65992736799998,10,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5395,7201,Kipnuk Airport,Kipnuk,United States,KPN,PAKI,59.9329986572,-164.031005859,11,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5396,7202,False Pass Airport,False Pass,United States,KFP,PAKF,54.8474006652832,-163.41000366210938,20,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5399,7205,Klawock Airport,Klawock,United States,KLW,PAKW,55.5792007446,-133.076004028,80,-9.0,A,America/Anchorage,airport,OurAirports,America/Sitka
5401,7207,Kotlik Airport,Kotlik,United States,KOT,PFKO,63.030601501499994,-163.533004761,15,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5403,7209,Scammon Bay Airport,Scammon Bay,United States,SCM,PACM,61.84529876710001,-165.570999146,14,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5405,7213,Kongiganak Airport,Kongiganak,United States,KKH,PADY,59.9608001709,-162.88099670399998,30,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5411,7226,Tte. Julio Gallardo Airport,Puerto Natales,Chile,PNT,SCNT,-51.67150115966797,-72.52839660644531,217,-4.0,S,America/Santiago,airport,OurAirports,America/Punta_Arenas
5419,7244,Klawock Seaplane Base,Klawock,United States,AQC,PAQC,55.5546989440918,-133.10200500488278,0,-9.0,A,America/Anchorage,airport,OurAirports,America/Sitka
5422,7251,Natuashish Airport,Natuashish,Canada,,CNH2,55.913897999999996,-61.184399,30,-4.0,A,America/Halifax,airport,OurAirports,America/Goose_Bay
5423,7252,Postville Airport,Postville,Canada,YSO,CCD4,54.9105,-59.78507,193,-4.0,A,America/Halifax,airport,OurAirports,America/Goose_Bay
5424,7253,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,YWB,CYKG,61.5886001587,-71.929397583,501,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
5425,7254,Alma Airport,Alma,Canada,YTF,CYTF,48.50889968869999,-71.64189910889998,445,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
5426,7255,Havre St Pierre Airport,Havre-Saint-Pierre,Canada,YGV,CYGV,50.281898498535156,-63.61140060424805,124,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
5427,7256,Rimouski Airport,Rimouski,Canada,YXK,CYXK,48.47809982299805,-68.49690246582031,82,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
5443,7277,Wekweètì Airport,Wekweeti,Canada,YFJ,CFJ2,64.190804,-114.07700200000001,1208,-7.0,A,America/Edmonton,airport,OurAirports,America/Yellowknife
5457,7311,D. Casimiro Szlapelis Airport,Alto Rio Senguer,Argentina,ARR,SAVR,-45.013599,-70.812202,2286,-3.0,N,America/Catamarca,airport,OurAirports,America/Argentina/Catamarca
5458,7312,Jose De San Martin Airport,Jose de San Martin,Argentina,JSM,SAWS,-44.048599243199995,-70.4589004517,2407,-3.0,N,America/Catamarca,airport,OurAirports,America/Argentina/Catamarca
5493,7367,Presidente João Batista Figueiredo Airport,Sinop,Brazil,OPS,SWSI,-11.885000228881836,-55.58610916137695,1227,-4.0,S,America/Campo_Grande,airport,OurAirports,America/Cuiaba
5494,7368,Gurupi Airport,Gurupi,Brazil,GRP,SWGI,-11.73960018157959,-49.13219833374024,1148,-3.0,S,America/Fortaleza,airport,OurAirports,America/Araguaina
5498,7372,Parintins Airport,Parintins,Brazil,PIN,SWPI,-2.6730198860168457,-56.777198791503906,87,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5499,7373,Barreiras Airport,Barreiras,Brazil,BRA,SNBR,-12.078900337219238,-45.00899887084961,2447,-3.0,S,America/Fortaleza,airport,OurAirports,America/Bahia
5500,7374,Santa Terezinha Airport,Santa Terezinha,Brazil,STZ,SWST,-10.4647216796875,-50.51861190795898,663,-4.0,S,America/Campo_Grande,airport,OurAirports,America/Cuiaba
5502,7376,Araguaína Airport,Araguaina,Brazil,AUX,SWGN,-7.227869999999999,-48.240501,771,-3.0,S,America/Fortaleza,airport,OurAirports,America/Araguaina
5503,7377,Novo Aripuanã Airport,Novo Aripuana,Brazil,NVP,SWNA,-5.118030071258545,-60.36489868164063,118,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5504,7378,Fazenda Colen Airport,Lucas do Rio Verde,Brazil,LVR,SWFE,-13.314443588256836,-56.11277770996094,1345,-4.0,S,America/Campo_Grande,airport,OurAirports,America/Cuiaba
5507,7381,Lábrea Airport,Labrea,Brazil,LBR,SWLB,-7.278969764709473,-64.76950073242189,190,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5508,7382,Maestro Marinho Franco Airport,Rondonopolis,Brazil,ROO,SWRD,-16.586,-54.7248,1467,-4.0,S,America/Campo_Grande,airport,OurAirports,America/Cuiaba
5513,7396,Maués Airport,Maues,Brazil,MBZ,SWMW,-3.3721699999999997,-57.7248,69,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5514,7397,Borba Airport,Borba,Brazil,RBB,SWBR,-4.4063401222229,-59.60240173339844,293,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5515,7398,Coari Airport,Coari,Brazil,CIZ,SWKO,-4.1340599060058585,-63.13259887695313,131,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5516,7399,Barcelos Airport,Barcelos,Brazil,BAZ,SWBC,-0.981292,-62.919601,112,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5517,7406,Diamantino Airport,Diamantino,Brazil,DMT,SWDM,-14.37689971923828,-56.40039825439453,1476,-4.0,S,America/Campo_Grande,airport,OurAirports,America/Cuiaba
5518,7407,Guanambi Airport,Guanambi,Brazil,GNM,SNGI,-14.208200454711914,-42.74610137939453,1815,-3.0,S,America/Fortaleza,airport,OurAirports,America/Bahia
5563,7474,Severo-Evensk Airport,Evensk,Russia,,UHMW,61.92166519165039,159.22999572753906,0,11.0,N,Asia/Srednekolymsk,airport,OurAirports,Asia/Magadan
5572,7487,Biysk Airport,Biysk,Russia,,UNBI,52.47999954223633,85.33999633789062,620,7.0,N,Asia/Krasnoyarsk,airport,OurAirports,Asia/Barnaul
5587,7506,Xingyi Airport,Xingyi,China,ACX,ZUYI,25.0863888889,104.959444444,4150,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5588,7508,Liping Airport,Liping,China,HZH,ZUNP,26.32217,109.1499,1620,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5600,7531,Maturacá Airport,Maturaca,Brazil,,SWMK,0.6282690167427063,-66.11509704589844,354,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5614,7556,Donoi Airport,Uliastai,Mongolia,,ZMDN,47.7093,96.5258,5800,8.0,U,Asia/Ulaanbaatar,airport,OurAirports,Asia/Hovd
5627,7574,Hamilton Airport,Hamilton,Australia,HLT,YHML,-37.64889907836914,142.06500244140625,803,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
5678,7655,Monroe County Airport,Bloomington,United States,BMG,KBMG,39.14599990844727,-86.61669921875,846,-5.0,A,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
5688,7671,Valença Airport,Valenca,Brazil,VAL,SNVB,-13.296500205993652,-38.99240112304688,21,-3.0,S,America/Fortaleza,airport,OurAirports,America/Bahia
5689,7673,Caruaru Airport,Caruaru,Brazil,CAU,SNRU,-8.282389640808105,-36.01350021362305,1891,-3.0,S,America/Fortaleza,airport,OurAirports,America/Recife
5690,7674,Wake Island Airfield,Wake island,Wake Island,AWK,PWAK,19.282100677490234,166.63600158691406,14,-10.0,U,Pacific/Johnston,airport,OurAirports,Pacific/Wake
5701,7700,Phan Rang Airport,Phan Rang,Vietnam,PHA,VVPR,11.6335000992,108.952003479,101,7.0,N,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
5702,7701,Na-San Airport,Son-La,Vietnam,SQH,VVNS,21.216999053955078,104.03299713134766,2133,7.0,N,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
5705,7704,Geelong Airport,Geelong,Australia,GEX,YGLG,-38.224998474121094,144.33299255371094,43,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
5713,7721,Tulip City Airport,Holland,United States,BIV,KBIV,42.742900848389,-86.10739898681601,698,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
5725,7766,Syangboche Airport,Syangboche,Nepal,SYH,VNSB,27.8112,86.7124,12400,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
5731,7774,Mysore Airport,Mysore,India,MYQ,VOMY,12.30720043182373,76.64969635009766,2349,5.5,U,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
5734,7777,Richmond Municipal Airport,Richmond,United States,RID,KRID,39.75719833374024,-84.8427963256836,1140,-5.0,U,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
5781,7862,Tengchong Tuofeng Airport,Tengchong,China,TCZ,ZUTC,24.9380555556,98.4858333333,6250,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5790,7879,Phillip Island Airport,Phillip Island,Australia,,YPID,-38.52330017089844,145.32699584960938,13,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
5798,7894,Yushu Batang Airport,Yushu,China,YUS,ZYLS,32.836388888900004,97.03638888889999,12816,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
5818,7932,Ngari Gunsa Airport,Shiquanhe,China,NGQ,ZUAL,32.1,80.05305555560001,14022,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Kashgar
5859,8043,Zhongwei Shapotou Airport,Zhongwei,China,ZHY,ZLZW,37.573125,105.154454,8202,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5928,8141,Ontario Municipal Airport,Ontario,United States,,KONO,44.020500183105,-117.01399993896001,2193,-7.0,A,America/Denver,airport,OurAirports,America/Boise
5936,8162,Charlevoix Municipal Airport,Charelvoix,United States,CVX,KCVX,45.3047981262207,-85.2748031616211,669,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
5937,8165,Mykines Heliport,Mykines,Faroe Islands,,EKMS,62.102100372299994,-7.6459197998000015,110,0.0,E,Atlantic/Faeroe,airport,OurAirports,Atlantic/Faroe
5948,8199,Nightmute Airport,Nightmute,United States,NME,PAGT,60.471000671386996,-164.70100402832,4,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5949,8200,Toksook Bay Airport,Toksook Bay,United States,OOK,PAOO,60.54140091,-165.0870056,59,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5950,8208,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,OBY,BGSC,70.4882288244,-21.971679925900002,238,-1.0,U,America/Scoresbysund,airport,OurAirports,America/Godthab
5954,8217,Kegaska Airport,Kegaska,Canada,ZKG,CTK6,50.1958007812,-61.2658004761,32,-4.0,A,America/Blanc-Sablon,airport,OurAirports,America/Montreal
5955,8218,Black Tickle Airport,Black Tickle,Canada,YBI,CCE4,53.469398498500006,-55.784999847399995,57,-4.0,A,America/Halifax,airport,OurAirports,America/Goose_Bay
5961,8225,Old Arctic Bay Airport,Arctic Bay,Canada,YAB,CJX7,73.0058922479,-85.0325489044,100,-6.0,A,America/Winnipeg,airport,OurAirports,America/Rankin_Inlet
5966,8233,Kanas Airport,Burqin,China,KJI,ZWKN,48.2223,86.9959,3921,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
5976,8243,São Félix do Araguaia Airport,Sao Felix do Araguaia,Brazil,SXO,SWFX,-11.632399559020994,-50.68960189819336,650,-4.0,S,America/Campo_Grande,airport,OurAirports,America/Cuiaba
5978,8245,Carauari Airport,Carauari,Brazil,CAF,SWCA,-4.871520042419434,-66.89749908447266,355,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5979,8246,Urucu Airport,Porto Urucu,Brazil,,SWUY,-4.8842201232899995,-65.3554000854,243,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5980,8247,Eirunepé Airport,Eirunepe,Brazil,ERN,SWEI,-6.6395301818847665,-69.87979888916016,412,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Eirunepe
5983,8250,Confresa Airport,Confresa,Brazil,CFO,SJHG,-10.634400367736816,-51.5635986328125,781,-4.0,S,America/Campo_Grande,airport,OurAirports,America/Cuiaba
5987,8255,Fonte Boa Airport,Fonte Boa,Brazil,FBA,SWOB,-2.5326099395800004,-66.0831985474,207,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5988,8256,Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,OLC,SDCG,-3.46792950765,-68.9204120636,335,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5989,8257,Humaitá Airport,Humaita,Brazil,HUW,SWHT,-7.532120227810001,-63.072101593,230,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5990,8258,Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,IRZ,SWTP,-0.3786,-64.9923,223,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Manaus
5991,8259,Oriximiná Airport,Oriximina,Brazil,ORX,SNOX,-1.714079976081848,-55.83620071411133,262,-3.0,S,America/Belem,airport,OurAirports,America/Santarem
5992,8260,Hotel Transamérica Airport,Una,Brazil,UNA,SBTC,-15.3551998138,-38.9990005493,20,-3.0,S,America/Fortaleza,airport,OurAirports,America/Bahia
6047,8344,Kolpashevo Airport,Kolpashevo,Russia,,UNLL,58.32529830932617,82.93250274658203,243,7.0,N,Asia/Krasnoyarsk,airport,OurAirports,Asia/Tomsk
6055,8354,Ballarat Airport,Ballarat,Australia,,YBLT,-37.51169967651367,143.79100036621094,1433,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
6070,8380,Mallacoota Airport,Mallacoota,Australia,XMC,YMCO,-37.59830093383789,149.72000122070312,31,10.0,U,Australia/Hobart,airport,OurAirports,Australia/Melbourne
6078,8406,Yarram Airport,Yarram,Australia,,YYRM,-38.56669998168945,146.7550048828125,15,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
6080,8409,Indianapolis Metropolitan Airport,Indianapolis,United States,UMP,KUMP,39.93519974,-86.04499817,811,-5.0,A,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
6084,8417,Jixi Xingkaihu Airport,Jixi,China,JXA,ZYJX,45.293,131.19299999999998,760,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Harbin
6117,8499,Jackson County Reynolds Field,Jackson,United States,JXN,KJXN,42.2597999573,-84.45939636230001,1001,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
6148,8553,Tri State Steuben County Airport,Angola,United States,ANQ,KANQ,41.639702,-85.083504,995,-5.0,A,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
6149,8555,Warsaw Municipal Airport,Warsaw,United States,,KASW,41.27470016479492,-85.84010314941406,850,-5.0,A,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
6151,8559,Brooks Field,Marshall,United States,,KRMY,42.25120162963867,-84.95549774169922,941,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
6176,8624,Branch County Memorial Airport,Coldwater,United States,OEB,KOEB,41.933399200000004,-85.05259705,959,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
6181,8630,Bayannur Tianjitai Airport,Bayannur,China,RLK,ZBYZ,40.926,107.7428,3400,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
6188,8644,Drummond Island Airport,Drummond Island,United States,DRM,KDRM,46.0093002319,-83.74389648440001,668,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
6189,8646,Gladwin Zettel Memorial Airport,Gladwin,United States,GDW,KGDW,43.9706001282,-84.47499847410002,776,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
6190,8648,South Haven Area Regional Airport,South Haven,United States,LWA,KLWA,42.35120010375977,-86.25569915771484,666,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
6195,8660,Nagaur Airport,Nagaur,India,,VI73,27.20829963684082,73.7114028930664,950,5.5,U,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
6197,8663,Trois-Rivières Airport,Trois Rivieres,Canada,YRQ,CYRQ,46.35279846191406,-72.67939758300781,199,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
6212,8692,Ust-Kamchatsk Airport,Ust Kamchatsk,Russia,,UHPK,56.23860168457031,162.68800354003906,200,12.0,N,Asia/Anadyr,airport,OurAirports,Asia/Kamchatka
6214,8694,Kozyrevsk Airport,Kozyrevsk,Russia,,UHPO,56.09000015258789,159.8766632080078,331,12.0,N,Asia/Anadyr,airport,OurAirports,Asia/Kamchatka
6237,8740,Gorno-Altaysk Airport,Gorno-Altaysk,Russia,RGK,UNBG,51.9667015076,85.8332977295,965,7.0,N,Asia/Krasnoyarsk,airport,OurAirports,Asia/Barnaul
6243,8747,Luce County Airport,Newberry,United States,ERY,KERY,46.31119918823242,-85.4572982788086,869,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
6285,8833,Iosco County Airport,East Tawas,United States,ECA,K6D9,44.312801,-83.422302,606,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
6304,8866,Ust-Nera Airport,Ust-Nera,Russia,,UEMT,64.550003051758,143.11500549316003,1805,10.0,N,Asia/Vladivostok,airport,OurAirports,Asia/Ust-Nera
6315,8877,Oakland County International Airport,Pontiac,United States,PTK,KPTK,42.665500640869006,-83.420097351074,980,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
6322,8914,Termas de Río Hondo international Airport,Rio Hondo,Argentina,RHD,SANR,-27.4966,-64.93595,935,-3.0,S,America/Cordoba,airport,OurAirports,America/Argentina/Cordoba
